Mercedes-Benz,C-Klasse,491700,2007,2149,110150,2990
Mercedes-Benz,C-Klasse,377455,2007,2148,90122,3880
Mercedes-Benz,C-Klasse,146179,2007,2148,90122,3900
Mercedes-Benz,C-Klasse,221000,2007,2148,110150,3900
Mercedes-Benz,C-Klasse,207000,2007,1796,105143,3980
Mercedes-Benz,C-Klasse,211000,2007,2148,110150,3990
Mercedes-Benz,C-Klasse,335000,2007,2987,165224,3999
Mercedes-Benz,C-Klasse,274269,2007,2148,90122,4100
Mercedes-Benz,C-Klasse,255000,2007,2148,110150,4100
Mercedes-Benz,C-Klasse,247419,2008,2149,90122,4199
Mercedes-Benz,C-Klasse,432686,2007,2200,90122,4200
Mercedes-Benz,C-Klasse,151000,2008,1796,105143,4200
Mercedes-Benz,C-Klasse,350000,2007,2148,110150,4249
Mercedes-Benz,C-Klasse,300000,2007,2148,110150,4250
Mercedes-Benz,C-Klasse,70000,2012,2143,100136,17950
Mercedes-Benz,C-Klasse,291000,2007,2148,90122,4400
Mercedes-Benz,C-Klasse,229767,2007,2148,110150,4450
Mercedes-Benz,C-Klasse,330000,2007,2148,125170,4490
Mercedes-Benz,C-Klasse,260000,2007,2148,90122,4500
Mercedes-Benz,C-Klasse,277000,2007,2148,110150,4500
Mercedes-Benz,C-Klasse,340000,2007,2148,90122,4599
Mercedes-Benz,C-Klasse,243500,2007,2148,110150,4600
Mercedes-Benz,C-Klasse,147000,2007,2148,90122,4600
Mercedes-Benz,C-Klasse,300000,2007,2987,165224,4700
Mercedes-Benz,C-Klasse,328750,2007,2148,110150,4700
Mercedes-Benz,C-Klasse,237000,2007,2148,110150,4750
Mercedes-Benz,C-Klasse,320000,2007,2148,110150,4799
Mercedes-Benz,C-Klasse,257208,2007,2148,110150,4800
Mercedes-Benz,C-Klasse,237446,2007,2148,90122,4899
Mercedes-Benz,C-Klasse,368000,2007,2148,110150,4900
Mercedes-Benz,C-Klasse,287500,2007,2148,90122,4900
Mercedes-Benz,C-Klasse,224000,2007,2148,110150,4900
Mercedes-Benz,C-Klasse,373000,2008,2148,125170,4949
Mercedes-Benz,C-Klasse,269000,2007,2148,90122,4950
Mercedes-Benz,E-Klasse,13360,2014,2143,125170,26950
Mercedes-Benz,E-Klasse,100000,2012,2143,125170,21950
Mercedes-Benz,E-Klasse,45309,2016,2143,125170,39219
